category_id,name,depth,parent_id,wikipedia_page_id,wikipedia_url,wikidata_iri,has_extract,n_concepts,n_children,extract_preview
entities-in-data-analysis,Data analysis,4,data-analysis,2720954,https://en.wikipedia.org/?curid=2720954,wd:Q1988917,1,0,0,"Data analysis is the process of inspecting, cleansing, transforming, and modeling data with the goal of discovering useful information, informing conclusions, and supporting decision-making. Data anal"
topics-in-data-analysis,Data analysis,4,data-analysis,2720954,https://en.wikipedia.org/?curid=2720954,wd:Q1988917,1,1,0,"Data analysis is the process of inspecting, cleansing, transforming, and modeling data with the goal of discovering useful information, informing conclusions, and supporting decision-making. Data anal"
entities-in-data-collection,Data collection,4,data-collection,11501746,https://en.wikipedia.org/?curid=11501746,wd:Q4929239,1,0,0,"Data collection or data gathering is the process of gathering and measuring information on targeted variables in an established system, which then enables one to answer relevant questions and evaluate"
topics-in-data-collection,Data collection,4,data-collection,11501746,https://en.wikipedia.org/?curid=11501746,wd:Q4929239,1,0,0,"Data collection or data gathering is the process of gathering and measuring information on targeted variables in an established system, which then enables one to answer relevant questions and evaluate"
data-transmission,Data communication,4,computer-networks,42168,https://en.wikipedia.org/?curid=42168,wd:Q389772,1,67,0,Data communication is the transfer of data over a point-to-point or point-to-multipoint communication channel. Data communication comprises data transmission and data reception and can be classified a
data-compression,Data compression,4,signal-processing,8013,https://en.wikipedia.org/?curid=8013,wd:Q2493,1,60,0,"In information theory, data compression, source coding, or bit-rate reduction is the process of encoding information using fewer bits than the original representation. Any particular compression is ei"
data-exchange,Data exchange,4,computer-networks,10231058,https://en.wikipedia.org/?curid=10231058,wd:Q1172338,1,16,0,Data exchange is the process of moving data from one information system to another. It often involves transforming data that is native to the source system into a form that is consumable by the target
data-management,Data management,4,business-administration,759312,https://en.wikipedia.org/?curid=759312,wd:Q1149776,1,29,0,"Data management comprises all disciplines related to handling data as a valuable resource, it is  the practice of managing an organization's data so it can be analyzed for decision making."
entities-in-data-science,Data science,4,data-science,35458904,https://en.wikipedia.org/?curid=35458904,wd:Q2374463,0,0,0,
topics-in-data-science,Data science,4,data-science,35458904,https://en.wikipedia.org/?curid=35458904,wd:Q2374463,0,21,0,
data-structures,Data structure,4,algorithms-and-data-structures,8519,https://en.wikipedia.org/?curid=8519,wd:Q175263,1,36,0,"In computer science, a data structure is a data organization and storage format that is usually chosen for efficient access to data. More precisely, a data structure is a collection of data values, th"
data-warehouses,Data warehouse,4,databases,7990,https://en.wikipedia.org/?curid=7990,wd:Q193351,1,11,0,"In computing, a data warehouse (DW or DWH), also known as an enterprise data warehouse (EDW), is a system used for reporting and data analysis and is a core component of business intelligence. Data wa"
entities-in-databases,Database,4,databases,8377,https://en.wikipedia.org/?curid=8377,wd:Q8513,1,1,0,"In computing, a database is an organized collection of data or a type of data store based on the use of a database management system (DBMS), the software that interacts with end users, applications, a"
topics-in-databases,Database,4,databases,8377,https://en.wikipedia.org/?curid=8377,wd:Q8513,1,6,0,"In computing, a database is an organized collection of data or a type of data store based on the use of a database management system (DBMS), the software that interacts with end users, applications, a"
debugging,Debugging,4,software-development,24998792,https://en.wikipedia.org/?curid=24998792,wd:Q845566,1,8,0,"In engineering, debugging is the process of finding the root cause, workarounds, and possible fixes for bugs.
For software, debugging tactics can involve interactive debugging, control flow analysis, "
decarbonylation,Decarbonylation,4,chemical-reactions,28123482,https://en.wikipedia.org/?curid=28123482,wd:Q15197274,1,0,0,"In chemistry, decarbonylation is a type of organic reaction that involves the loss of carbon monoxide (CO).  It is often an undesirable reaction, since it represents a degradation.  In the chemistry o"
decision-theory,Decision theory,4,statistical-inference,446216,https://en.wikipedia.org/?curid=446216,wd:Q177571,1,49,0,"Decision theory or the theory of rational choice is a branch of probability, economics, and analytic philosophy that uses expected utility and probability to model how individuals would behave rationa"
decision-tree-learning,Decision tree learning,4,machine-learning,577003,https://en.wikipedia.org/?curid=577003,wd:Q16766476,1,23,0,"Decision tree learning is a supervised learning approach used in statistics, data mining and machine learning. In this formalism, a classification or regression decision tree is used as a predictive m"
definitions-of-philosophy,Definitions of philosophy,4,metaphilosophy,70061189,https://en.wikipedia.org/?curid=70061189,wd:Q111165739,1,0,0,Definitions of philosophy aim at determining what all forms of philosophy have in common and how to distinguish philosophy from other disciplines. Many different definitions have been proposed but the
deformation-of-materials,Deformation (engineering),4,materials-science,237876,https://en.wikipedia.org/?curid=237876,wd:Q2672013,1,89,0,"In engineering, deformation (the change in size or shape of an object) may be elastic or plastic.
If the deformation is negligible, the object is said to be rigid."
democracy,Democracy,4,political-ideologies,7959,https://en.wikipedia.org/?curid=7959,wd:Q7174,1,118,0,"Democracy is a form of government in which political power is vested in the people or the population of a state. Under a minimalist definition of democracy, rulers are elected through competitive elec"
demographic-economics,Demographic economics,4,macroeconomics,20226904,https://en.wikipedia.org/?curid=20226904,wd:Q3044431,1,0,0,"Demographic economics or population economics is the application of economic analysis to demography, the study of human populations, including size, growth, density, distribution, and vital statistics"
demography,Demography,4,applied-sociology,45642,https://en.wikipedia.org/?curid=45642,wd:Q37732,1,29,0,"Demography (from Ancient Greek  δῆμος (dêmos) 'people, society' and  -γραφία (-graphía) 'writing, drawing, description') is the statistical study of human populations: their size, composition (e.g., e"
dendrochronology,Dendrochronology,4,chronobiology,37800,https://en.wikipedia.org/?curid=37800,wd:Q80205,1,0,0,"Dendrochronology  (or tree-ring dating) is the scientific method of dating tree rings (also called growth rings) to the exact year they were formed in a tree. As well as dating them, this can give dat"
